name,genre,platform,user_score,critic_score,global_sales
BlazBlue: Chrono Phantasma,Fighting,PS3,8.3,83.0,0.3
Kingdoms of Amalur: Reckoning,Role-Playing,PC,6.6,81.0,0.3
Mario Party: Star Rush,Misc,3DS,6.8,68.0,0.3
Burnout,Racing,GC,7.9,78.0,0.3
Chaos Legion,Action,PS2,8.2,65.0,0.3
Charlie and the Chocolate Factory,Adventure,GBA,3.8,36.0,0.3
Neopets: The Darkest Faerie,Adventure,PS2,8.5,61.0,0.3
Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,XOne,8.5,81.0,0.3
Batman: Arkham VR,Action,PS4,7.3,75.0,0.3
24: The Game,Adventure,PS2,8.2,62.0,0.3
The King of Fighters XIII,Fighting,PS3,8.2,77.0,0.3
Tom Clancy's Splinter Cell 3D,Action,3DS,5.5,53.0,0.3
Magna Carta 2,Role-Playing,X360,7.0,69.0,0.3
Romance of the Three Kingdoms VIII,Strategy,PS2,8.9,77.0,0.3
F1 2013,Racing,X360,6.6,79.0,0.3
Crazy Taxi: Catch a Ride,Racing,GBA,5.9,48.0,0.3
Final Fantasy XI: Wings of the Goddess,Role-Playing,X360,5.8,63.0,0.3
PowerUp Heroes,Fighting,X360,7.5,61.0,0.3
Rayman 2: Revolution,Platform,PS2,8.2,90.0,0.3
One Piece Unlimited Cruise SP,Action,3DS,7.3,46.0,0.3
Madden NFL 13,Sports,PSV,7.3,63.0,0.3
Army Men: Air Attack 2,Action,PS,5.3,74.0,0.3
NBA Live 2003,Sports,GC,8.2,82.0,0.3
Stranglehold,Shooter,PS3,7.9,77.0,0.3
Pride FC: Fighting Championships,Fighting,PS2,8.6,73.0,0.3
Eternal Ring,Role-Playing,PS2,5.3,62.0,0.3
Resident Evil Archives: Resident Evil,Action,Wii,8.9,76.0,0.3
Dynasty Warriors 6,Action,X360,7.4,60.0,0.3
Silent Hill: Shattered Memories,Action,PSP,7.5,73.0,0.3
Dance Dance Revolution Universe 3,Simulation,X360,7.7,65.0,0.3
Showdown: Legends of Wrestling,Fighting,PS2,6.1,55.0,0.3
Sword Art Online: Hollow Fragment,Role-Playing,PSV,7.6,67.0,0.3
Full Spectrum Warrior,Strategy,PS2,8.0,74.0,0.3
The Sims 2: Pets,Simulation,PS2,8.0,68.0,0.3
Fist of the North Star: Ken's Rage 2,Fighting,PS3,7.0,49.0,0.3
MLB SlugFest Loaded,Sports,PS2,9.5,77.0,0.3
Teenage Mutant Ninja Turtles,Action,XB,8.4,56.0,0.3
Capcom Classics Collection Remixed,Misc,PSP,7.0,72.0,0.3
1701 A.D.,Simulation,PC,8.3,79.0,0.3
Lego Star Wars: The Force Awakens,Action,XOne,7.0,76.0,0.3
Little Deviants,Platform,PSV,5.5,57.0,0.3
Spider-Man 3,Platform,PSP,7.4,52.0,0.3
AMF Bowling 2004,Sports,XB,4.4,48.0,0.3
Shrek the Third,Action,DS,6.5,70.0,0.3
Radiant Historia,Role-Playing,DS,9.0,85.0,0.29
Sorcery,Action,PS3,7.3,70.0,0.29
Harry Potter and the Order of the Phoenix,Action,X360,6.8,68.0,0.29
Grandia II,Role-Playing,PS2,8.6,71.0,0.29
Shaun White Snowboarding: World Stage,Sports,Wii,8.7,72.0,0.29
Spider-Man: Friend or Foe,Action,X360,6.3,60.0,0.29
Guitar Hero: Van Halen,Misc,X360,5.8,57.0,0.29
Batman: The Brave and the Bold the Videogame,Action,DS,8.0,74.0,0.29
The Sims 2,Simulation,PC,8.8,90.0,0.29
Need for Speed Underground,Racing,GBA,8.2,77.0,0.29
Def Jam Rapstar,Misc,X360,5.4,74.0,0.29
Outlaw Golf,Sports,XB,6.9,72.0,0.29
MySims SkyHeroes,Action,Wii,5.2,67.0,0.29
Mini Ninjas,Action,X360,8.4,73.0,0.29
NBA Street V3,Sports,GC,8.4,88.0,0.29
WinBack: Covert Operations,Shooter,PS2,7.7,66.0,0.29
Syphon Filter: Dark Mirror,Shooter,PSP,9.0,87.0,0.29
Glory of Heracles,Role-Playing,DS,7.3,69.0,0.29
Up,Action,X360,6.8,61.0,0.29
Modnation Racers: Road Trip,Racing,PSV,6.4,62.0,0.29
NBA Live 06,Sports,X360,5.6,64.0,0.29
ExerBeat,Sports,Wii,7.6,60.0,0.29
Need for Speed: Most Wanted,Racing,PC,8.5,82.0,0.29
Front Mission Evolved,Shooter,PS3,6.0,58.0,0.29
Ultimate Marvel vs. Capcom 3,Fighting,PSV,7.7,80.0,0.29
Little King's Story,Strategy,Wii,8.8,87.0,0.29
Dynasty Warriors: Strikeforce,Action,PS3,7.3,64.0,0.29
NieR,Role-Playing,X360,8.3,67.0,0.29
Zoo Tycoon 2 DS,Strategy,DS,5.4,60.0,0.29
Area 51,Shooter,XB,8.1,72.0,0.29
Deadpool,Action,PS4,5.7,60.0,0.29
UEFA Euro 2016,Sports,PS4,6.6,72.0,0.29
Wanted: Weapons of Fate,Shooter,PS3,7.1,61.0,0.29
Mega Man X8,Platform,PS2,8.5,68.0,0.29
The Chronicles of Riddick: Assault on Dark Athena,Shooter,X360,8.2,82.0,0.29
Ford Mustang: The Legend Lives,Racing,PS2,7.3,58.0,0.29
FlatOut: Head On,Racing,PSP,8.2,74.0,0.29
Duel Masters: Sempai Legends,Misc,GBA,8.0,69.0,0.29
Harvest Moon: Magical Melody,Simulation,Wii,8.8,69.0,0.29
Heroes of the Pacific,Simulation,PS2,8.4,76.0,0.29
Prince of Persia: Rival Swords,Action,Wii,7.7,70.0,0.29
The Lord of the Rings: The Third Age,Role-Playing,GC,7.8,74.0,0.29
Trace Memory,Adventure,DS,8.1,70.0,0.29
X-Men Legends II: Rise of Apocalypse,Role-Playing,PSP,8.2,84.0,0.29
Borderlands: The Pre-Sequel,Shooter,PC,6.2,75.0,0.29
Madden NFL 08,Sports,XB,6.0,76.0,0.29
Trauma Center: New Blood,Simulation,Wii,8.0,77.0,0.29
Starhawk,Action,PS3,7.8,77.0,0.29
Pirates of the Caribbean,Role-Playing,XB,7.4,65.0,0.29
FIFA Soccer 13,Action,3DS,3.7,68.0,0.29
Ace Combat: Joint Assault,Simulation,PSP,7.2,71.0,0.29
The BIGS 2,Sports,Wii,8.5,68.0,0.29
Turning Point: Fall of Liberty,Shooter,X360,6.8,43.0,0.29
Sonic Boom: Shattered Crystal,Action,3DS,6.3,47.0,0.29
Shrek Super Party,Misc,PS2,5.1,30.0,0.29
MLB Power Pros,Sports,Wii,8.4,83.0,0.29
"Sakura Wars: So Long, My Love",Role-Playing,PS2,7.3,81.0,0.29
Dynasty Tactics,Strategy,PS2,8.1,79.0,0.29
Call of Juarez: The Cartel,Shooter,PS3,5.5,45.0,0.29
Angry Birds Star Wars,Strategy,PS3,3.6,49.0,0.29
Metal Gear Solid V: Ground Zeroes,Action,XOne,5.4,76.0,0.29
SimCity 4,Simulation,PC,8.7,84.0,0.29
Puzzle Quest: Challenge of the Warlords,Puzzle,Wii,6.2,71.0,0.29
Disgaea 5: Alliance of Vengeance,Role-Playing,PS4,8.1,80.0,0.29
Sengoku Basara: Samurai Heroes,Action,Wii,8.8,65.0,0.29
Rayman 3: Hoodlum Havoc,Platform,PS2,8.6,76.0,0.29
Warriors Orochi 2,Action,PSP,7.5,56.0,0.29
Feel the Magic XY/XX,Puzzle,DS,8.1,75.0,0.29
Psi-Ops: The Mindgate Conspiracy,Shooter,PS2,8.9,84.0,0.29
Dead Rising: Chop Till You Drop,Action,Wii,6.5,61.0,0.29
Spyro: A Hero's Tail,Platform,GC,8.3,62.0,0.29
NASCAR 08,Racing,X360,5.2,59.0,0.29
World of Tanks,Shooter,PC,3.7,80.0,0.29
Links 2004,Sports,XB,9.0,80.0,0.29
Majin and the Forsaken Kingdom,Adventure,PS3,7.9,72.0,0.29
Assassin's Creed IV: Black Flag,Action,WiiU,7.7,86.0,0.29
Earthworm Jim,Platform,GBA,5.7,72.0,0.29
Tales of Phantasia,Role-Playing,GBA,8.1,76.0,0.29
Monster 4x4: Masters of Metal,Racing,PS2,8.3,48.0,0.28
Dragon Ball GT: Transformation,Action,GBA,8.2,69.0,0.28
FIFA 15,Sports,PC,4.2,82.0,0.28
The Warriors,Action,XB,8.2,85.0,0.28
Shadow Hearts,Role-Playing,PS2,8.8,73.0,0.28
Dragon Ball Z: Budokai Tenkaichi 2,Fighting,Wii,8.5,72.0,0.28
Haven: Call of the King,Platform,PS2,6.9,69.0,0.28
Street Hoops,Sports,XB,8.0,58.0,0.28
R: Racing Evolution,Racing,PS2,6.2,66.0,0.28
The Golden Compass,Action,PS3,4.8,40.0,0.28
ATV Quad Power Racing 2,Racing,GC,9.0,70.0,0.28
Hatsune Miku: Project Diva f,Misc,PS3,8.4,73.0,0.28
Marvel Nemesis: Rise of the Imperfects,Fighting,XB,7.5,58.0,0.28
Final Fantasy VI Advance,Role-Playing,GBA,8.4,92.0,0.28
LEGO The Lord of the Rings,Action,PSV,5.6,54.0,0.28
Viewtiful Joe,Action,PS2,8.5,90.0,0.28
DeathSmiles,Shooter,X360,8.4,76.0,0.28
Fable: The Journey,Role-Playing,X360,4.8,61.0,0.28
Bladestorm: The Hundred Years' War,Action,PS3,7.9,58.0,0.28
SAW,Action,X360,7.4,59.0,0.28
Chromehounds,Simulation,X360,7.0,71.0,0.28
Harry Potter and the Sorcerer's Stone,Action,PS2,7.6,56.0,0.28
Unreal Championship 2: The Liandri Conflict,Shooter,XB,8.2,85.0,0.28
Kung Fu Chaos,Fighting,XB,8.5,68.0,0.28
Shrek the Third,Action,Wii,6.7,57.0,0.28
Jackass the Game,Action,PS2,6.6,58.0,0.28
Pirates of the Caribbean: Dead Man's Chest,Adventure,PSP,8.0,52.0,0.28
Operation Flashpoint: Red River,Shooter,X360,6.1,69.0,0.28
Transformers: Dark of the Moon,Action,X360,6.7,59.0,0.28
Surf's Up,Sports,DS,7.0,56.0,0.28
Assassin's Creed II: Discovery,Action,DS,7.3,69.0,0.28
Syphon Filter: Dark Mirror,Shooter,PS2,7.8,70.0,0.28
Mission: Impossible - Operation Surma,Platform,PS2,7.8,64.0,0.28
MLB 07: The Show,Sports,PSP,7.2,82.0,0.28
Driver: Parallel Lines,Racing,PS2,6.9,69.0,0.28
Mega Man ZX,Platform,DS,8.3,76.0,0.28
Backyard Wrestling 2: There Goes the Neighborhood,Fighting,PS2,4.7,46.0,0.28
Guitar Hero: Van Halen,Misc,Wii,5.2,50.0,0.28
Dead or Alive,Fighting,PS,8.6,84.0,0.28
Dead to Rights: Retribution,Shooter,PS3,5.9,60.0,0.28
Wild ARMs 5,Role-Playing,PS2,7.5,71.0,0.28
NFL Blitz 20-02,Sports,PS2,8.9,76.0,0.28
El Shaddai: Ascension of the Metatron,Action,PS3,7.5,78.0,0.28
Tony Hawk: Shred,Sports,PS3,6.7,56.0,0.28
NCAA March Madness 2005,Sports,XB,7.8,80.0,0.28
Kenka Bancho: Badass Rumble,Action,PSP,7.5,70.0,0.28
Silent Hill 2: Restless Dreams,Action,XB,8.3,84.0,0.28
NES Remix,Action,WiiU,7.1,71.0,0.28
Bass Strike,Sports,PS2,5.8,57.0,0.28
NHL Hitz 20-03,Sports,PS2,8.4,82.0,0.28
Bionic Commando,Platform,X360,7.3,70.0,0.28
Monopoly Streets,Misc,X360,6.6,66.0,0.28
Pac-Man Fever,Misc,GC,6.3,54.0,0.28
Trivial Pursuit,Misc,PS3,7.1,66.0,0.28
Medieval Moves: Deadmund's Quest,Action,PS3,6.5,61.0,0.28
Mister Mosquito,Shooter,PS2,4.9,65.0,0.28
Rugby World Cup 2011,Sports,X360,3.9,55.0,0.28
Virtua Fighter 5 Online,Fighting,X360,7.6,89.0,0.28
Indiana Jones and the Staff of Kings,Action,PS2,7.5,55.0,0.28
Angry Birds Star Wars,Strategy,X360,5.6,59.0,0.28
Dave Mirra Freestyle BMX 2,Sports,GC,7.7,78.0,0.28
One Piece: Unlimited World Red,Action,PS3,7.3,71.0,0.28
True Crime: New York City,Action,XB,7.8,60.0,0.28
Summer Heat Beach Volleyball,Sports,PS2,7.7,65.0,0.28
Avatar: The Last Airbender,Adventure,Wii,5.8,56.0,0.28
Castlevania: Aria of Sorrow,Platform,GBA,9.1,91.0,0.28
Myst III: Exile,Adventure,PS2,7.0,57.0,0.28
Shin Megami Tensei: Strange Journey,Role-Playing,DS,8.7,80.0,0.28
Army of Two: The Devil's Cartel,Shooter,PS3,6.7,58.0,0.28
Patapon 3,Misc,PSP,7.2,74.0,0.27
Ice Age: Dawn of the Dinosaurs,Action,Wii,8.3,75.0,0.27
Tao Feng: Fist of the Lotus,Fighting,XB,6.5,65.0,0.27
Guitar Hero: Van Halen,Misc,PS3,4.7,59.0,0.27
Dragon Ball Z: Budokai 2,Fighting,GC,5.8,66.0,0.27
Over the Hedge,Platform,DS,6.4,71.0,0.27
Siren: Blood Curse,Action,PS3,8.1,78.0,0.27
NHL Hitz 20-02,Sports,XB,8.7,79.0,0.27
GRID 2,Racing,X360,5.8,78.0,0.27
Evil Dead: Hail to the King,Adventure,PS,6.0,51.0,0.27
Need for Speed: The Run,Action,Wii,3.6,64.0,0.27
Dave Mirra Freestyle BMX: Maximum Remix,Sports,PS,8.1,67.0,0.27
The Evil Within,Action,PC,5.9,68.0,0.27
Rock Revolution,Misc,X360,5.1,38.0,0.27
Dead Rising 2: Off the Record,Action,X360,7.5,72.0,0.27
WWII Aces,Simulation,Wii,5.4,41.0,0.27
Athens 2004,Sports,PS2,7.2,61.0,0.27
Pro Race Driver,Racing,PS2,8.5,81.0,0.27
Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,GC,9.0,80.0,0.27
Iron Man 2,Action,X360,5.9,41.0,0.27
Disgaea 3: Absence of Detention,Role-Playing,PSV,7.6,78.0,0.27
Rocky: Legends,Action,PS2,8.6,65.0,0.27
The Warriors,Action,PSP,7.8,81.0,0.27
RalliSport Challenge 2,Racing,XB,9.1,87.0,0.27
Pac-Pix,Puzzle,DS,7.1,71.0,0.27
F1 Race Stars,Racing,X360,5.7,64.0,0.27
Sing Party,Misc,WiiU,5.4,60.0,0.27
NHL 07,Sports,X360,5.3,79.0,0.27
RollerCoaster Tycoon 3,Strategy,PC,5.0,81.0,0.27
Ty the Tasmanian Tiger,Platform,GC,8.7,69.0,0.27
WWE Road to WrestleMania X8,Fighting,GBA,7.5,73.0,0.27
Fullmetal Alchemist 2: Curse of the Crimson Elixir,Role-Playing,PS2,8.4,67.0,0.27
NASCAR 06: Total Team Control,Racing,XB,5.9,79.0,0.27
BloodRayne 2,Shooter,PS2,8.5,70.0,0.27
Rory McIlroy PGA Tour,Action,XOne,4.3,60.0,0.27
The Club,Shooter,X360,6.8,76.0,0.27
NHL 2002,Sports,XB,8.8,89.0,0.27
LEGO The Hobbit,Action,XOne,6.8,69.0,0.27
Lightning Returns: Final Fantasy XIII,Role-Playing,X360,6.6,69.0,0.27
Shadow of Rome,Action,PS2,8.3,75.0,0.27
NASCAR 2011: The Game,Racing,PS3,3.7,62.0,0.27
Harry Potter and the Order of the Phoenix,Action,PS2,8.0,61.0,0.27
Transformers: Cybertron Adventures,Action,Wii,6.5,41.0,0.27
Stuntman: Ignition,Racing,PS2,6.4,71.0,0.27
Gun,Shooter,X360,7.5,75.0,0.27
NHL 2K11,Sports,Wii,5.8,62.0,0.27
Fantastic 4,Action,XB,6.6,62.0,0.27
MotoGP,Racing,PS2,6.0,77.0,0.27
Batman: Arkham Origins Blackgate,Action,3DS,6.8,68.0,0.27
Shadows of the Damned,Action,PS3,8.1,77.0,0.27
R.U.S.E.,Strategy,PC,8.1,76.0,0.27
Rock Revolution,Misc,PS3,6.6,42.0,0.27
NBA Live 2004,Sports,GC,9.0,84.0,0.27
Reign of Fire,Shooter,PS2,7.0,56.0,0.27
The Sims 2: Pets,Simulation,GC,7.3,66.0,0.27
Ultimate NES Remix,Action,3DS,7.6,69.0,0.27
Tropico 4,Strategy,PC,7.7,78.0,0.27
The BIGS,Sports,X360,8.4,79.0,0.27
Jurassic Park: Operation Genesis,Simulation,PS2,8.9,75.0,0.27
Knockout Kings 2002,Sports,XB,7.9,78.0,0.27
InuYasha: Feudal Combat,Fighting,PS2,8.3,52.0,0.27
R.U.S.E.,Strategy,X360,7.0,78.0,0.27
Duel Masters,Strategy,PS2,8.3,66.0,0.27
MotionSports: Adrenaline,Sports,X360,7.4,41.0,0.27
NBA 07,Sports,PS3,6.3,63.0,0.27
Call of Juarez: The Cartel,Shooter,X360,5.7,47.0,0.27
My Japanese Coach,Misc,DS,6.7,59.0,0.27
Need for Speed: Most Wanted,Racing,DS,6.1,45.0,0.27
Section 8,Shooter,X360,7.3,69.0,0.27
ESPN NBA Basketball,Sports,XB,8.2,87.0,0.27
Lowrider,Misc,PS2,8.4,46.0,0.26
Family Guy: Back to the Multiverse,Action,PS3,6.4,40.0,0.26
All-Pro Football 2K8,Sports,X360,6.8,75.0,0.26
Fish Tycoon,Simulation,DS,7.0,46.0,0.26
Plants vs. Zombies,Strategy,X360,8.2,89.0,0.26
Batman: Return to Arkham,Action,PS4,8.5,73.0,0.26
Rune: Viking Warlord,Action,PS2,7.3,53.0,0.26
The Incredible Hulk,Action,X360,6.4,55.0,0.26
Panzer Dragoon Orta,Shooter,XB,8.5,90.0,0.26
America's Test Kitchen: Let's Get Cooking,Simulation,DS,5.6,87.0,0.26
Suikoden Tierkreis,Role-Playing,DS,7.4,76.0,0.26
Superman Returns,Action,X360,6.2,51.0,0.26
Shin Megami Tensei: Devil Survivor,Role-Playing,DS,8.8,84.0,0.26
Tearaway Unfolded,Platform,PS4,8.1,81.0,0.26
MLB SlugFest 2006,Sports,PS2,7.5,56.0,0.26
Etrian Odyssey II: Heroes of Lagaard,Role-Playing,DS,8.9,82.0,0.26
The Incredible Hulk,Action,PS3,6.8,55.0,0.26
Deadly Premonition,Action,X360,8.2,68.0,0.26
Ford Racing 3,Racing,PS2,6.6,50.0,0.26
The Adventures of Tintin: The Game,Action,PS3,5.7,59.0,0.26
Dragon Ball Z: Tenkaichi Tag Team,Fighting,PSP,8.6,63.0,0.26
Etrian Odyssey Untold: The Millennium Girl,Role-Playing,3DS,8.2,80.0,0.26
Final Fantasy V Advance,Role-Playing,GBA,7.2,83.0,0.26
Star Wars: Bounty Hunter,Shooter,GC,7.6,67.0,0.26
Dynasty Warriors 7: Xtreme Legends,Action,PS3,7.8,64.0,0.26
Naruto: Ultimate Ninja Heroes,Fighting,PSP,6.6,70.0,0.26
Angry Birds Trilogy,Action,X360,3.5,63.0,0.26
Major League Baseball 2K9,Sports,Wii,4.5,61.0,0.26
WWE 2K17,Sports,XOne,5.5,68.0,0.26
Battlestations: Midway,Strategy,X360,7.1,73.0,0.26
Riding Spirits,Racing,PS2,9.0,59.0,0.26
Project CARS,Racing,XOne,5.8,81.0,0.26
MLB 09: The Show,Sports,PSP,6.9,78.0,0.26
Bust A Groove 2,Misc,PS,8.9,66.0,0.26
Inazuma Eleven Strikers,Role-Playing,Wii,7.9,59.0,0.26
Armored Core: Nexus,Simulation,PS2,8.7,73.0,0.26
Evolution Skateboarding,Sports,PS2,6.7,44.0,0.26
Outlaw Volleyball,Sports,XB,8.4,77.0,0.26
Batman: Vengeance,Adventure,GC,5.8,70.0,0.26
Spider-Man: Web of Shadows,Action,PS3,7.9,67.0,0.26
Legaia 2: Duel Saga,Role-Playing,PS2,8.4,67.0,0.26
Crash Nitro Kart,Racing,GC,7.4,66.0,0.26
ExciteBots: Trick Racing,Racing,Wii,8.6,77.0,0.26
Oddworld: Stranger's Wrath,Adventure,XB,9.1,88.0,0.26
King of Fighters: Maximum Impact,Fighting,PS2,6.9,64.0,0.26
Atelier Ayesha: The Alchemist of Dusk,Role-Playing,PS3,6.6,70.0,0.26
Battleborn,Shooter,PS4,6.8,68.0,0.26
Drakan: The Ancients' Gates,Adventure,PS2,9.0,78.0,0.26
Resident Evil: Revelations,Action,X360,7.4,75.0,0.26
Tony Hawk: Shred,Sports,X360,6.6,53.0,0.26
Tokyo Jungle,Action,PS3,8.4,74.0,0.26
Army of Two: The Devil's Cartel,Shooter,X360,6.2,54.0,0.26
Puppeteer,Platform,PS3,8.5,80.0,0.26
Tom Clancy's Splinter Cell: Double Agent,Action,PS3,6.5,78.0,0.26
Resident Evil: Deadly Silence,Action,DS,8.4,71.0,0.26
Legendary,Shooter,X360,7.1,47.0,0.26
Peter Jackson's King Kong: The Official Game of the Movie,Action,X360,7.5,80.0,0.26
Rayman DS,Platform,DS,7.6,58.0,0.26
All-Star Baseball 2003,Sports,XB,8.1,79.0,0.26
MTX Mototrax,Racing,PS2,8.1,77.0,0.26
NBA ShootOut 2004,Sports,PS2,7.8,58.0,0.26
Nancy Drew: The Mystery of the Clue Bender Society,Adventure,DS,3.6,46.0,0.26
Castlevania: Harmony of Dissonance,Platform,GBA,8.2,87.0,0.26
Formula One 2001,Racing,PS2,6.0,73.0,0.26
Pirates of the Caribbean: Dead Man's Chest,Adventure,DS,8.6,63.0,0.26
Baldur's Gate: Dark Alliance II,Role-Playing,XB,7.9,77.0,0.26
Madden NFL 2005,Sports,DS,7.7,68.0,0.26
MVP Baseball 2004,Sports,GC,8.5,89.0,0.26
Polarium,Puzzle,DS,8.4,73.0,0.26
Super Street Fighter II: Turbo Revival,Fighting,GBA,7.4,84.0,0.25
Secret Weapons Over Normandy,Simulation,XB,8.8,77.0,0.25
The Elder Scrolls IV: Oblivion,Role-Playing,PC,8.1,94.0,0.25
Metroid Prime Pinball,Misc,DS,7.9,79.0,0.25
Teen Titans,Action,PS2,8.6,56.0,0.25
Bomberman Generation,Adventure,GC,8.5,81.0,0.25
Sega Rally Revo,Racing,PSP,7.2,74.0,0.25
Surfing H3O,Sports,PS2,4.6,46.0,0.25
NASCAR 09,Racing,X360,7.8,69.0,0.25
NASCAR 09,Racing,PS3,7.5,65.0,0.25
Game of Thrones,Role-Playing,X360,5.2,52.0,0.25
Silent Hunter 5: Battle of the Atlantic,Simulation,PC,3.5,62.0,0.25
Amped 2,Sports,XB,7.7,80.0,0.25
Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,Wii,5.6,64.0,0.25
College Hoops 2K6,Sports,PS2,7.3,77.0,0.25
NHL 08,Action,PS3,6.9,86.0,0.25
The Legend of Legacy,Role-Playing,3DS,7.1,67.0,0.25
Juiced 2: Hot Import Nights,Racing,PS3,6.4,71.0,0.25
WipEout XL,Racing,PS,8.7,93.0,0.25
LEGO Star Wars III: The Clone Wars,Action,PC,7.5,76.0,0.25
The Powerpuff Girls: Chemical X-Traction,Action,PS,6.3,30.0,0.25
Dead or Alive Xtreme 2,Sports,X360,6.7,53.0,0.25
PlayStation VR Worlds,Misc,PS4,7.1,59.0,0.25
Hunted: The Demon's Forge,Action,PS3,6.2,57.0,0.25
Men of Valor,Shooter,XB,8.0,73.0,0.25
Medal of Honor European Assault,Shooter,GC,7.9,71.0,0.25
Billy Hatcher and the Giant Egg,Platform,GC,8.7,71.0,0.25
NHL 08,Action,X360,8.2,85.0,0.25
WipEout Fusion,Racing,PS2,8.5,83.0,0.25
Prison Break: The Conspiracy,Action,PS3,3.8,42.0,0.25
NHL 06,Sports,XB,8.4,79.0,0.25
Anno 2205,Strategy,PC,5.9,72.0,0.25
Ultimate Fighting Championship,Fighting,PS,7.4,53.0,0.25
XIII,Shooter,XB,8.3,74.0,0.25
Up,Action,PS3,6.5,65.0,0.25
Michael Jackson: The Experience,Misc,DS,6.6,64.0,0.25
MotoGP '07,Racing,X360,7.3,78.0,0.25
Cars,Racing,X360,6.1,65.0,0.25
Hatsune Miku: Project Diva F 2nd,Misc,PS3,8.6,78.0,0.25
Need for Speed Rivals,Racing,PC,3.3,76.0,0.25
The Mummy: Tomb of the Dragon Emperor,Action,PS2,6.8,38.0,0.25
Def Jam Vendetta,Fighting,GC,8.5,81.0,0.25
The Sims 2,Simulation,XB,7.1,75.0,0.25
Spider-Man: Web of Shadows,Action,Wii,6.9,63.0,0.25
The Bureau: XCOM Declassified,Shooter,PS3,6.7,69.0,0.25
World Series Baseball 2K3,Sports,PS2,8.7,87.0,0.25
Tony Hawk's Proving Ground,Sports,Wii,6.2,57.0,0.25
Indiana Jones and the Staff of Kings,Action,PSP,7.8,63.0,0.25
The Outfit,Action,X360,7.5,70.0,0.25
Don King Presents: Prizefighter,Sports,X360,6.4,56.0,0.25
Devil Kings,Action,PS2,7.4,64.0,0.25
Bolt,Adventure,X360,7.1,57.0,0.25
Spider-Man: Edge of Time,Action,X360,6.8,57.0,0.25
L.A. Noire: The Complete Edition,Adventure,PC,7.9,83.0,0.25
Dynasty Warriors 6,Action,PS2,5.4,43.0,0.25
America's Army: Rise of a Soldier,Shooter,XB,7.4,70.0,0.25
Grandia,Role-Playing,PS,6.6,89.0,0.25
Pirates of the Caribbean: The Legend of Jack Sparrow,Adventure,PS2,7.5,51.0,0.25
"Ed, Edd n Eddy: The Mis-Edventures",Platform,GC,7.9,55.0,0.25
Armored Core 4,Simulation,X360,7.2,65.0,0.25
SBK Superbike World Championship,Racing,PS3,6.1,59.0,0.25
Indiana Jones and the Staff of Kings,Action,DS,6.8,50.0,0.25
X-Men Origins: Wolverine,Action,Wii,6.1,53.0,0.25
Disgaea 2: Dark Hero Days,Role-Playing,PSP,7.1,83.0,0.25
Major League Baseball 2K7,Sports,PS3,4.7,74.0,0.25
Final Fantasy XI: Chains of Promathia,Role-Playing,PS2,8.0,77.0,0.25
The Chronicles of Riddick: Assault on Dark Athena,Shooter,PS3,7.7,80.0,0.25
X-Men Legends II: Rise of Apocalypse,Role-Playing,GC,6.2,82.0,0.25
TV Superstars,Misc,PS3,4.9,56.0,0.25
Family Guy: Back to the Multiverse,Action,X360,5.0,39.0,0.25
Ninja Gaiden 3,Action,X360,4.4,58.0,0.25
Sid Meier's Civilization VI,Strategy,PC,7.3,88.0,0.25
Sword Art Online: Lost Song,Role-Playing,PS4,6.3,63.0,0.25
NBA Courtside 2002,Sports,GC,7.4,71.0,0.25
F1 2015,Racing,XOne,5.3,64.0,0.25
Sly Cooper: Thieves in Time,Platform,PSV,8.2,75.0,0.25
Digimon World: Data Squad,Role-Playing,PS2,8.0,43.0,0.24
Hitman: Absolution,Action,PC,7.0,79.0,0.24
Stella Glow,Role-Playing,3DS,8.7,79.0,0.24
Racquet Sports,Sports,Wii,8.6,51.0,0.24
Trials Fusion,Racing,XOne,7.1,80.0,0.24
Mega Man X Collection,Misc,PS2,8.8,73.0,0.24
Far Cry Instincts Predator,Shooter,X360,6.2,78.0,0.24
Onechanbara Z2: Chaos,Action,PS4,6.5,57.0,0.24
Skylanders SWAP Force,Platform,3DS,6.4,68.0,0.24
Army Men: Sarge's Heroes 2,Shooter,PS,7.3,48.0,0.24
MLB,Sports,PSP,7.9,80.0,0.24
Skylanders: SuperChargers,Action,XOne,5.5,76.0,0.24
Ys: Memories of Celceta,Action,PSV,8.8,82.0,0.24
Britney's Dance Beat,Misc,PS2,4.8,63.0,0.24
Vexx,Platform,PS2,7.6,63.0,0.24
Samurai Warriors 4,Action,PS4,8.1,76.0,0.24
Ace Combat: Assault Horizon Legacy,Simulation,3DS,7.8,71.0,0.24
TimeSplitters: Future Perfect,Shooter,PS2,9.1,84.0,0.24
Dynasty Warriors Next,Action,PSV,7.5,67.0,0.24
Harvest Moon: Magical Melody,Simulation,GC,8.9,83.0,0.24
Genma Onimusha,Action,XB,8.6,83.0,0.24
DK: King of Swing,Platform,GBA,5.0,70.0,0.24
Turning Point: Fall of Liberty,Shooter,PS3,5.5,42.0,0.24
Homefront,Shooter,PC,5.5,70.0,0.24
Corvette,Racing,XB,8.6,53.0,0.24
Percy Jackson and the Olympians: The Lightning Thief,Role-Playing,DS,6.9,56.0,0.24
Fuel,Racing,PS3,7.4,67.0,0.24
