name,user_score,user_count
SSX Tricky,8.9,71.0
Knack,6.5,1074.0
Dragon Quest VI: Realms of Revelation,8.1,31.0
Crash Bandicoot: The Huge Adventure,7.9,27.0
Hitman: Absolution,7.1,453.0
The Crew,5.4,575.0
NBA 2K15,6.3,101.0
Madden NFL 2005,7.6,26.0
Star Ocean: Till The End of Time,7.7,134.0
Call of Duty: Modern Warfare 3,2.5,5664.0
Dishonored,7.9,815.0
The Beatles: Rock Band,8.9,43.0
Ace Combat 5: The Unsung War,9.1,81.0
Need for Speed Underground,8.7,35.0
Deal or No Deal,1.9,41.0
FIFA Soccer 10,8.4,9.0
Portal 2,8.4,937.0
NCAA Football 07,8.6,23.0
The Sims 3: Late Night Expansion Pack,5.3,77.0
No Man's Sky,4.5,5096.0
Cabela's Big Game Hunter 2010,7.8,4.0
SOCOM 3: U.S. Navy SEALs,8.8,64.0
BioShock Infinite,8.5,1863.0
Harry Potter and the Sorcerer's Stone,7.1,7.0
Dragon Ball Z: The Legacy of Goku,6.9,28.0
Resident Evil 4,9.4,767.0
Need For Speed: Undercover,5.9,104.0
Sonic Colors,8.5,301.0
Saints Row 2,7.9,135.0
Sid Meier's Civilization V,7.9,2280.0
The Sims: Superstar,8.2,25.0
Metroid Fusion,9.1,200.0
We Ski,8.5,12.0
Star Wars Battlefront: Renegade Squadron,7.9,46.0
SSX 3,9.1,125.0
Madden NFL 2001,6.8,4.0
Star Wars: Battlefront II,8.9,106.0
Tony Hawk's Pro Skater 3,8.3,36.0
Dragon Age: Origins,7.9,597.0
Spy Hunter,7.8,13.0
NCAA Football 2004,8.8,81.0
Fight Night Round 3,7.9,24.0
StarCraft II: Heart of the Swarm,7.9,1346.0
SpongeBob SquarePants: Battle for Bikini Bottom,9.0,85.0
Until Dawn,8.2,2161.0
Big Beach Sports,8.0,41.0
SSX,8.3,33.0
Shaun White Snowboarding: Road Trip,8.7,22.0
NBA Ballers,9.2,19.0
Saints Row IV,6.5,325.0
NBA Live 2003,8.3,28.0
LEGO Batman 2: DC Super Heroes,7.2,114.0
Dragon Ball Z: Budokai Tenkaichi,8.4,71.0
Dark Souls III,8.8,1940.0
Kirby's Return to Dreamland,8.5,156.0
Mario Party 6,7.9,51.0
Star Wars The Clone Wars: Lightsaber Duels,6.7,18.0
Need for Speed Carbon,6.3,82.0
Heavenly Sword,8.3,544.0
MySims,7.2,56.0
Army of Two,7.6,233.0
Tiger Woods PGA Tour 2003,8.9,18.0
Prince of Persia: Warrior Within,8.5,120.0
Far Cry 4,7.5,383.0
ESPN NFL 2K5,9.1,93.0
Beyond: Two Souls,8.1,2652.0
Pikmin,8.7,121.0
Tiger Woods PGA Tour 2004,8.8,40.0
NBA 2K15,3.0,40.0
Call of Duty: Black Ops,5.2,1651.0
Ape Escape,8.8,53.0
NCAA Football 2005,8.8,35.0
Max Payne 3,7.8,869.0
Viva Pinata,8.0,131.0
Kinectimals,3.1,69.0
Kirby Air Ride,7.9,69.0
LEGO Marvel Super Heroes,7.7,262.0
Destiny,4.5,445.0
Rock Band,8.4,107.0
Dragon Quest IV: Chapters of the Chosen,7.9,50.0
NFL Street 2,8.7,20.0
Super Mario Strikers,8.7,55.0
Rage,6.7,559.0
Mario Hoops 3 on 3,8.0,37.0
Just Cause 2,8.0,267.0
Silent Hill,9.2,326.0
Sonic Heroes,7.8,125.0
Disney Infinity,4.2,24.0
ESPN NBA 2K5,7.5,36.0
Diablo,8.7,850.0
Far Cry 2,6.7,288.0
The Legend of Zelda: Twilight Princess,9.2,568.0
Pro Evolution Soccer 2008,6.1,47.0
Pokemon Battle Revolution,6.7,106.0
Kingdom Hearts 3D: Dream Drop Distance,8.2,267.0
Dance Dance Revolution: Hottest Party 2,6.8,6.0
SoulCalibur IV,7.9,157.0
Sonic Generations,8.2,253.0
Spyro 2: Season of Flame,7.6,13.0
Mario Party 10,6.5,279.0
Devil May Cry 4,8.2,311.0
Dead Rising 3,6.8,908.0
Pro Evolution Soccer 2010,8.1,15.0
NCAA Football 2002,8.7,24.0
Gears of War: Judgment,5.4,779.0
Watch Dogs,5.8,712.0
Guitar Hero: On Tour Decades,8.0,5.0
FIFA 16,2.9,45.0
Madden NFL 15,6.4,138.0
Conflict: Desert Storm,8.6,45.0
Mario Party 7,7.9,53.0
Dragon Quest V: Hand of the Heavenly Bride,8.5,57.0
Smuggler's Run,6.8,18.0
Fight Night Round 3,8.1,41.0
Need for Speed: Most Wanted,8.5,134.0
Carnival Games: Mini Golf,5.7,7.0
Pokemon Mystery Dungeon: Explorers of Sky,9.0,133.0
LEGO Pirates of the Caribbean: The Video Game,7.0,13.0
Stuntman,5.7,36.0
Tom Clancy's Rainbow Six 3,8.5,31.0
LEGO Harry Potter: Years 1-4,8.0,62.0
Spider-Man 2: Enter: Electro,8.7,35.0
Guitar Hero 5,6.9,49.0
Wolfenstein: The New Order,8.1,1116.0
Mafia II,7.8,458.0
BioShock 2,8.2,492.0
Dark Cloud,8.2,99.0
Warcraft III: The Frozen Throne,9.0,713.0
Active Life: Outdoor Challenge,8.1,14.0
Tom Clancy's Ghost Recon Advanced Warfighter,8.0,215.0
MVP Baseball 2005,8.6,47.0
Uncharted: Golden Abyss,7.4,770.0
Go Vacation,7.8,13.0
Pro Evolution Soccer 2013,6.7,146.0
Dishonored,7.9,781.0
Mario Golf: Toadstool Tour,8.0,56.0
Call of Duty: Black Ops II,4.2,1635.0
Resident Evil: The Umbrella Chronicles,7.6,122.0
The Simpsons Skateboarding,5.0,26.0
Donkey Kong Country: Tropical Freeze,8.9,712.0
Fight Night Round 4,7.6,95.0
Super Monkey Ball 2,8.5,51.0
Pac-Man World 2,7.8,26.0
Disney Fairies: Tinker Bell,7.8,5.0
MySims Kingdom,8.1,24.0
Dead Space 2,8.6,679.0
The Simpsons Game,8.2,27.0
The Simpsons Game,7.3,18.0
Football Manager 2012,8.0,172.0
Ni no Kuni: Wrath of the White Witch,8.6,984.0
SoulCalibur II,9.1,135.0
Call of Duty 3,6.9,92.0
Tokyo Xtreme Racer Zero,8.9,64.0
Red Faction II,8.3,35.0
Madden NFL 2001,7.7,7.0
Star Wars: The Force Unleashed II,6.8,121.0
Rock Band 2,7.9,88.0
Final Fantasy: Crystal Chronicles,8.1,94.0
Medal of Honor: Frontline,6.9,23.0
Madden NFL 09,7.0,24.0
Dead Rising 2,6.9,216.0
Mafia II,7.7,297.0
Batman: Arkham Knight,6.6,694.0
Dirge of Cerberus: Final Fantasy VII,6.9,103.0
Sonic Rivals 2,7.8,35.0
Bratz: Forever Diamondz,6.5,4.0
Resistance 3,7.8,543.0
Drawn To Life: SpongeBob SquarePants Edition,5.5,4.0
007: Quantum of Solace,7.1,71.0
Major League Baseball 2K5,7.4,20.0
Fight Night 2004,9.0,25.0
LEGO Star Wars III: The Clone Wars,7.8,42.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,8.6,68.0
Call of Duty Black Ops: Declassified,4.8,479.0
Tom Clancy's Ghost Recon: Future Soldier,7.2,334.0
Fight Night Round 3,8.8,264.0
Xenogears,8.4,204.0
Super Scribblenauts,8.2,46.0
Super Monkey Ball,7.9,46.0
SoulCalibur IV,7.9,129.0
Mario Superstar Baseball,8.6,41.0
Battlefield: Bad Company,7.7,263.0
Homefront,6.0,399.0
Onimusha 3: Demon Siege,8.6,73.0
Madden NFL 15,2.7,13.0
Red Dead Revolver,7.8,70.0
Resident Evil: Outbreak,8.3,94.0
Mass Effect 2,8.5,1081.0
LEGO Battles: Ninjago,6.9,11.0
NBA 2K14,6.5,368.0
SingStar Pop,7.5,8.0
Disney Infinity,6.5,79.0
My Word Coach,6.8,5.0
Tiger Woods PGA Tour 2005,8.2,20.0
NCAA Football 2003,8.6,27.0
Star Wars: The Force Unleashed II,5.7,180.0
Frogger 2: Swampy's Revenge,7.9,8.0
WWE SmackDown vs Raw 2008,6.8,48.0
Kinect Joy Ride,5.0,20.0
Smarty Pants,7.6,10.0
Classic NES Series: Super Mario Bros.,8.6,44.0
Anno 2070,7.0,493.0
Hasbro Family Game Night,7.5,11.0
Sonic Rivals,7.8,38.0
BioShock,8.7,881.0
Mass Effect 3,5.5,1849.0
Cabela's Big Game Hunter,7.8,12.0
SimCity (2013),2.2,4572.0
The Legend of Zelda: The Minish Cap,9.0,203.0
NFL Street,8.9,45.0
Dead Space 2,8.4,535.0
Tiger Woods PGA Tour 09 All-Play,8.7,34.0
Metal Gear Rising: Revengeance,7.9,746.0
Rayman Raving Rabbids,7.9,116.0
Dragon Quest Monsters: Joker 2,7.3,15.0
UFC Undisputed 2010,7.2,48.0
Medal of Honor: Warfighter,6.0,250.0
Sonic's Ultimate Genesis Collection,8.5,40.0
The Sims 3,2.5,31.0
Diablo III,6.6,384.0
Twisted Metal: Black,8.4,98.0
NASCAR 2005: Chase for the Cup,8.4,15.0
Fight Night Round 4,8.1,86.0
Spider-Man: The Movie,7.5,11.0
LEGO Star Wars II: The Original Trilogy,8.6,26.0
Dead Space,8.7,768.0
Need For Speed: Undercover,6.5,38.0
LEGO Indiana Jones 2: The Adventure Continues,6.1,14.0
Ridge Racer,8.2,65.0
Sonic Advance 3,8.4,34.0
Colin McRae Rally 3,7.7,24.0
Forza Horizon 2,8.2,977.0
Madden NFL 2002,8.0,7.0
Dynasty Warriors 5,8.8,68.0
Injustice: Gods Among Us,7.9,362.0
Far Cry 2,6.4,241.0
Yoshi's New Island,6.1,155.0
LEGO Batman 2: DC Super Heroes,7.1,12.0
True Crime: Streets of LA,7.8,28.0
Ryse: Son of Rome,6.1,1409.0
Mortal Kombat X,7.3,279.0
Rise of the Tomb Raider,8.0,1288.0
Sonic Generations,8.3,340.0
Dave Mirra Freestyle BMX 2,8.1,18.0
Bakugan: Battle Brawlers,6.7,7.0
LEGO Indiana Jones: The Original Adventures,8.4,16.0
Deus Ex: Human Revolution,8.3,684.0
Final Fantasy XII: Revenant Wings,6.1,60.0
Call of Duty: Black Ops,5.8,87.0
Deus Ex: Human Revolution,8.2,682.0
Star Wars Knights of the Old Republic II: The Sith Lords,8.6,140.0
The Sims 2,6.9,32.0
Dead Rising 2,6.7,178.0
Ridge Racer 7,7.1,52.0
Tom Clancy's Ghost Recon 2,8.9,58.0
Need for Speed: The Run,6.0,160.0
Crash Bandicoot 2: N-Tranced,7.8,30.0
Titanfall,5.9,371.0
Dead to Rights,8.9,36.0
WWE '13,8.1,99.0
Hasbro Family Game Night 2,6.3,6.0
Gardening Mama,9.3,4.0
Burnout Paradise,6.9,279.0
Middle-Earth: Shadow of Mordor,8.0,585.0
MotorStorm: Pacific Rift,8.0,318.0
Samurai Warriors,8.7,23.0
Battlefield 4,6.0,3517.0
Gears of War 4,6.2,815.0
FIFA Soccer 08,7.4,15.0
FIFA Soccer 09,8.9,21.0
Disney Princess: Enchanted Journey,4.3,4.0
FIFA Soccer 08,7.9,57.0
Test Drive,7.4,23.0
Devil May Cry 4,8.0,248.0
Tom Clancy's Rainbow Six: Vegas 2,7.9,93.0
Metroid: Other M,6.5,482.0
Crysis 2,7.5,533.0
Chrono Trigger,8.9,440.0
Marvel vs. Capcom 3: Fate of Two Worlds,7.3,147.0
Doom 3,7.4,116.0
Tom Clancy's Rainbow Six: Siege,6.9,252.0
F1 2010,7.8,83.0
Monster Hunter Freedom,8.6,78.0
Donkey Kong Jungle Beat,8.3,30.0
Need for Speed Carbon,8.4,60.0
Lost Planet: Extreme Condition,7.1,187.0
NBA 2K15,3.5,22.0
Max Payne 2: The Fall of Max Payne,8.2,63.0
Battlefield: Bad Company,8.1,203.0
MVP Baseball 2004,8.6,51.0
Alan Wake,8.1,1156.0
Metroid Prime 2: Echoes,8.8,279.0
Corvette,6.5,21.0
WWE SmackDown vs Raw 2008,7.3,41.0
Skylanders SWAP Force,5.7,45.0
Grand Theft Auto: Chinatown Wars,8.3,280.0
UFC Undisputed 2010,6.7,80.0
World of Warcraft: Wrath of the Lich King,7.5,930.0
NFL 2K3,7.4,25.0
Assassin's Creed III: Liberation,7.2,318.0
Your Shape: Fitness Evolved,7.5,25.0
Need for Speed Underground Rivals,8.5,38.0
IHRA Drag Racing 2,7.4,63.0
Rage,6.2,353.0
LEGO Harry Potter: Years 1-4,8.0,52.0
Madagascar,7.4,25.0
The Witcher 3: Wild Hunt,9.2,3963.0
Turok: Evolution,7.3,27.0
[Prototype],7.8,356.0
Burnout 3: Takedown,7.2,139.0
The Beatles: Rock Band,8.6,127.0
NBA Live 07,6.0,39.0
Yoshi's Woolly World,8.5,376.0
Skylanders Giants,6.6,38.0
SingStar '80s,8.3,6.0
Tekken 6,7.0,132.0
Assassin's Creed Syndicate,6.1,402.0
Far Cry 4,7.3,113.0
Pokemon Ranger: Guardian Signs,8.2,25.0
LEGO Batman: The Videogame,7.7,33.0
Crysis 2,7.2,406.0
Pirates of the Caribbean: The Curse of the Black Pearl,6.2,5.0
Namco Museum DS,5.9,8.0
Deal or No Deal,5.0,5.0
Transformers,8.6,27.0
Dying Light,7.8,387.0
Fallout 4,5.4,7512.0
Sonic Colors,7.9,66.0
Assassin's Creed: Rogue,7.5,292.0
EA Playground,7.6,30.0
Gold's Gym: Cardio Workout,8.4,13.0
The Elder Scrolls Online,8.4,613.0
Champions of Norrath,8.4,57.0
LEGO Batman: The Videogame,7.4,10.0
Manhunt,8.3,136.0
Need for Speed Carbon,7.3,26.0
Silent Hill 2,8.9,557.0
Castlevania: Symphony of the Night,9.4,358.0
Guitar Hero: Aerosmith,7.2,19.0
The LEGO Movie Videogame,7.2,26.0
The Sims 2: Nightlife,6.6,71.0
Dark Souls II,8.1,1107.0
Kid Icarus: Uprising,8.7,487.0
Pokemon Mystery Dungeon: Gates to Infinity,6.3,134.0
LEGO Batman: The Videogame,8.9,17.0
NBA 2K9,7.2,44.0
Tony Hawk's Underground,9.1,26.0
Metal Gear Solid V: Ground Zeroes,6.2,1311.0
.hack//Infection Part 1,8.5,60.0
Jillian Michaels' Fitness Ultimatum 2009,2.0,23.0
Valkyria Chronicles,8.6,433.0
WWE '12,6.3,89.0
Sonic Adventure DX: Director's Cut,7.9,139.0
Battle Arena Toshinden,6.3,4.0
WWE '13,8.0,110.0
Final Fantasy X / X-2 HD Remaster,8.5,332.0
Need for Speed Rivals,4.9,123.0
EA Sports Active 2,8.1,22.0
Rockstar Games presents Table Tennis,5.8,21.0
Football Manager 2011,8.4,77.0
Tamagotchi Connection: Corner Shop,7.7,6.0
Tomb Raider: Underworld,7.2,166.0
LEGO Battles,8.9,51.0
NBA Live 2001,8.0,6.0
Saints Row IV,6.3,278.0
Star Wars: The Force Unleashed,7.4,33.0
Watch Dogs,5.0,332.0
SOCOM: U.S. Navy SEALs Confrontation,6.9,223.0
Pokemon XD: Gale of Darkness,8.3,74.0
Black,8.4,194.0
Tom Clancy's Rainbow Six: Vegas,7.6,81.0
LittleBigPlanet PS Vita,8.6,348.0
Pokemon Super Mystery Dungeon,8.8,190.0
RollerCoaster Tycoon 2,8.5,135.0
Lara Croft Tomb Raider: The Angel of Darkness,6.2,106.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,8.6,34.0
Ratchet: Deadlocked,8.9,155.0
Winter Sports: The Ultimate Challenge,6.8,4.0
Baldur's Gate: Dark Alliance,8.3,90.0
Oddworld: Abe's Oddysee,9.0,96.0
Ridge Racer V,7.7,6.0
WWE SmackDown vs. Raw 2009,6.9,34.0
LEGO Harry Potter: Years 5-7,7.8,13.0
Star Wars Episode III: Revenge of the Sith,8.1,54.0
[Prototype],7.7,308.0
FIFA Street,6.4,66.0
Frogger: The Great Quest,4.6,29.0
Madden NFL 17,5.9,39.0
Ninja Gaiden,8.8,152.0
Crash Bandicoot: The Wrath of Cortex,8.1,19.0
Driv3r,5.5,102.0
Assassin's Creed: Bloodlines,7.2,69.0
LEGO The Lord of the Rings,8.5,73.0
SpongeBob SquarePants: Battle for Bikini Bottom,7.3,6.0
Hyrule Warriors,8.3,662.0
Donkey Kong Country 2,9.1,37.0
Guitar Hero: Aerosmith,6.7,48.0
Need for Speed Carbon,7.3,42.0
Ben 10: Protector of Earth,7.7,9.0
2010 FIFA World Cup South Africa,7.8,57.0
Tales of Xillia,8.2,468.0
Diddy Kong Racing DS,7.5,27.0
Mario Power Tennis,8.5,48.0
Golden Sun: The Lost Age,9.5,150.0
Max Payne,8.3,61.0
NBA 2K2,7.8,16.0
NASCAR Thunder 2003,8.7,17.0
Cars,8.4,12.0
Fuzion Frenzy,6.9,16.0
Call of Duty: Finest Hour,7.8,22.0
Final Fantasy IV,7.7,164.0
Star Wars: Battlefront II,8.5,111.0
Super Street Fighter IV: 3D Edition,8.1,206.0
Sly Cooper and the Thievius Raccoonus,8.6,184.0
WWE 2K16,7.4,237.0
Dino Crisis 2,9.0,91.0
Need for Speed Underground,9.0,45.0
Naruto Shippuden: Ultimate Ninja Storm 2,8.3,130.0
Medal of Honor: Airborne,7.6,39.0
Battlefield: Hardline,5.1,299.0
Bayonetta,7.7,355.0
Boom Blox,8.6,105.0
The Lord of the Rings: The Fellowship of the Ring,5.1,20.0
The Sims 2: Castaway,8.2,10.0
ATV Offroad Fury 3,8.4,16.0
F1 2011,7.1,55.0
Pikmin 2,9.1,137.0
Enter the Matrix,7.1,75.0
Cars,7.0,4.0
NHL 2002,8.5,26.0
FIFA Soccer 11,5.4,9.0
The Simpsons: Road Rage,6.8,9.0
LEGO Batman 2: DC Super Heroes,7.5,81.0
Captain Toad: Treasure Tracker,8.6,377.0
SpongeBob SquarePants: Revenge of the Flying Dutchman,7.7,7.0
Pro Evolution Soccer 2008,8.4,43.0
Destiny: The Taken King,5.2,393.0
Scarface: The World is Yours,8.6,113.0
Hitman 2: Silent Assassin,8.0,19.0
WWE SmackDown vs Raw 2008,7.8,15.0
Spider-Man: The Movie,7.3,11.0
Mario vs. Donkey Kong 2: March of the Minis,7.9,17.0
Metal Gear Solid: Portable Ops,8.2,147.0
Injustice: Gods Among Us,7.9,282.0
Shenmue,9.4,201.0
Just Dance 4,7.7,36.0
Tony Hawk's Pro Skater 2,7.5,22.0
One Piece: Pirate Warriors,6.5,55.0
Gun,8.7,70.0
Ty the Tasmanian Tiger,8.8,60.0
Resident Evil: Operation Raccoon City,4.9,222.0
LEGO Indiana Jones: The Original Adventures,7.6,11.0
PokéPark Wii: Pikachu's Adventure,7.2,36.0
WWE '12,6.9,80.0
Cabela's Dangerous Hunts,8.4,37.0
Grand Theft Auto V,7.9,3756.0
Fallout: New Vegas,8.6,2754.0
WWE SmackDown vs. Raw 2010,8.1,55.0
Medal of Honor: Rising Sun,5.8,28.0
Army of Two,7.3,118.0
Spore,5.3,1711.0
Mario vs. Donkey Kong,8.0,31.0
LEGO Star Wars III: The Clone Wars,7.3,34.0
Midnight Club 3: DUB Edition Remix,8.9,53.0
Tom Clancy's Ghost Recon: Jungle Storm,6.3,24.0
Bushido Blade,7.9,16.0
Mirror's Edge,7.6,328.0
Sonic the Hedgehog,4.1,176.0
NASCAR Thunder 2002,8.5,22.0
Your Shape: Fitness Evolved 2012,7.6,21.0
FIFA 14,5.8,328.0
Final Fantasy Tactics: The War of the Lions,8.0,238.0
Sniper: Ghost Warrior,5.8,89.0
Sonic Rush Adventure,8.2,66.0
Worldwide Soccer Manager 2009,8.1,30.0
Gauntlet: Dark Legacy,8.3,30.0
Medal of Honor Heroes 2,7.3,30.0
Bad Boys: Miami Takedown,3.4,13.0
Football Manager 2013,6.7,228.0
Medal of Honor: Warfighter,5.4,437.0
FIFA Soccer 10,7.9,14.0
Donkey Konga,8.3,21.0
Call of Duty 4: Modern Warfare,8.5,2360.0
Tak and the Power of Juju,9.0,28.0
WWE 2K15,5.1,164.0
Tenchu: Wrath of Heaven,8.4,38.0
Shadow of the Colossus,9.1,933.0
Brave Fencer Musashi,8.5,17.0
Ninja Gaiden Sigma,7.5,155.0
WWE 2K14,7.5,121.0
Pokemon Rumble Blast,7.1,50.0
007: Quantum of Solace,6.6,47.0
Dance Dance Revolution Extreme 2,9.0,21.0
The Lord of the Rings: The Return of the King,9.1,31.0
Hot Shots Golf: Out of Bounds,8.8,32.0
Red Dead Redemption: Undead Nightmare,7.4,17.0
Sunset Overdrive,7.7,1137.0
Mobile Suit Gundam: Federation vs. Zeon,8.8,32.0
Naruto Shippuden: Ultimate Ninja Storm 4,8.2,201.0
MechAssault,8.0,47.0
Cars,4.7,6.0
Watch Dogs 2,7.8,621.0
LEGO Star Wars III: The Clone Wars,6.1,31.0
Tom Clancy's Rainbow Six 3: Black Arrow,8.6,14.0
Mirror's Edge,7.8,362.0
Guitar Hero 5,6.8,108.0
Alien: Isolation,8.1,795.0
Fantasy Life,8.6,209.0
SingStar,5.9,15.0
The Legend of Zelda: Tri Force Heroes,7.6,179.0
Supercar Street Challenge,7.6,9.0
Rabbids Go Home,8.3,32.0
ModNation Racers,8.4,201.0
SOCOM: U.S. Navy SEALs Fireteam Bravo,8.6,63.0
Rocksmith,8.3,52.0
Call Of Duty 2: Big Red One,5.1,27.0
Rocksmith,8.2,62.0
Guitar Hero 5,2.6,10.0
Worldwide Soccer Manager 2008,8.0,19.0
Yakuza 3,8.1,165.0
Persona 4: Golden,9.2,1228.0
Spider-Man 2,8.3,40.0
Crackdown 2,6.0,202.0
The Beatles: Rock Band,8.7,59.0
Dragon Age II,4.5,2380.0
Counter-Strike,7.6,51.0
Guitar Hero Encore: Rocks The 80s,6.3,31.0
Fight Night Champion,7.3,95.0
Rock Band,6.8,13.0
Tom Clancy's Splinter Cell: Chaos Theory,9.0,160.0
Pikmin 3,8.7,664.0
WWE 2K14,7.7,100.0
Dragon Ball: XenoVerse,7.7,598.0
Castlevania: Lords of Shadow,8.0,468.0
Plants vs. Zombies,7.4,29.0
Tales of Symphonia,8.5,176.0
LEGO City Undercover,8.2,283.0
Need for Speed: ProStreet,6.9,14.0
GRID,8.1,109.0
Medal of Honor: Airborne,6.7,77.0
Star Ocean: The Second Story,8.5,44.0
NCAA Football 14,5.8,74.0
Yakuza 2,8.1,52.0
Guitar Hero 5,5.7,87.0
Dragon Ball Z: The Legacy of Goku II,8.9,39.0
NERF N-Strike,4.4,7.0
NFL 2K1,6.0,47.0
Untold Legends: Brotherhood of the Blade,7.6,58.0
Project CARS,6.6,363.0
Madden NFL 2004,8.3,48.0
Sonic and the Black Knight,6.9,198.0
The Godfather,8.3,99.0
Sonic Free Riders,2.1,98.0
Star Wars: Bounty Hunter,8.3,33.0
WWE SmackDown vs. Raw 2011,6.9,41.0
NCAA Football 13,5.5,65.0
Skate 2,8.0,72.0
NASCAR Thunder 2004,8.9,77.0
SpongeBob SquarePants: Revenge of the Flying Dutchman,6.6,41.0
Namco Museum Battle Collection,7.2,9.0
Empire: Total War,6.9,2981.0
Virtua Fighter 5,7.4,67.0
Dante's Inferno,7.5,265.0
Tom Clancy's Ghost Recon 2,6.0,19.0
Forza Horizon 3,7.4,594.0
Star Wars: The Force Unleashed,8.1,49.0
Dragon Ball Z: Taiketsu,6.1,22.0
Star Fox: Assault,8.1,106.0
Plants vs. Zombies: Garden Warfare,7.3,121.0
The Simpsons Game,6.7,15.0
LEGO Star Wars II: The Original Trilogy,5.0,38.0
Call of Duty 3,7.4,83.0
FIFA Soccer 11,7.3,8.0
Prince of Persia,7.3,245.0
WWE SmackDown vs. Raw 2010,7.7,31.0
Tomb Raider: Underworld,6.6,198.0
Pro Evolution Soccer 2008,7.8,36.0
SoulCalibur III,8.4,96.0
Tiger Woods PGA Tour 10,8.8,57.0
World Tour Soccer,5.6,5.0
Naruto: Ultimate Ninja Storm,8.6,95.0
Red Dead Redemption: Undead Nightmare,7.6,18.0
Lightning Returns: Final Fantasy XIII,5.9,552.0
Mortal Kombat: Armageddon,8.5,84.0
Freekstyle,7.3,14.0
Grand Theft Auto: Chinatown Wars,7.3,146.0
Spore Creatures,6.5,21.0
The Orange Box,8.4,188.0
DJ Hero,8.0,42.0
Bully: Scholarship Edition,8.3,154.0
NBA Street V3,8.7,37.0
Hulk,8.3,22.0
Overwatch,5.6,668.0
Aliens vs Predator,7.3,247.0
Skylanders Giants,6.3,18.0
Diablo II: Lord of Destruction,9.1,639.0
Endless Ocean,8.1,61.0
Spider-Man 2,7.7,6.0
Seek and Destroy,8.8,10.0
Darksiders,7.9,292.0
Mercenaries 2: World in Flames,7.2,152.0
LEGO Marvel Super Heroes,6.8,73.0
Warhawk,8.4,183.0
DiRT 3,7.1,122.0
Sega Superstars Tennis,7.0,16.0
DiRT,8.0,32.0
Call of Duty 4: Modern Warfare,6.9,36.0
Resident Evil: The Darkside Chronicles,8.0,60.0
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,9.0,36.0
NBA 2K3,8.0,22.0
LEGO The Lord of the Rings,8.3,85.0
The Simpsons: Road Rage,8.3,6.0
Dave Mirra Freestyle BMX,8.4,5.0
EA Sports UFC,6.1,279.0
Forza Motorsport,7.6,213.0
Virtua Tennis 3,7.9,32.0
MVP Baseball 2003,8.9,17.0
Imagine: Animal Doctor,7.4,5.0
Legacy of Kain: Soul Reaver,9.0,132.0
WWE SmackDown vs. Raw 2010,8.4,36.0
Sleeping Dogs,7.7,645.0
Naruto: Clash of Ninja 2,8.9,39.0
Dance Dance Revolution SuperNOVA,8.7,6.0
Aliens vs Predator,7.3,168.0
F-Zero: Maximum Velocity,8.5,22.0
Sonic the Hedgehog,4.4,455.0
Need for Speed: Most Wanted,8.8,29.0
The Simpsons Game,7.7,71.0
F1 2012,7.5,54.0
Brink,5.8,404.0
MX vs. ATV Unleashed,8.4,17.0
WipEout Pure,7.9,102.0
UFC Undisputed 3,7.4,92.0
LEGO Pirates of the Caribbean: The Video Game,7.0,31.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,8.1,41.0
Super Princess Peach,7.6,33.0
Guinness World Records: The Videogame,7.0,8.0
NCAA March Madness 2004,8.8,12.0
The Legend of Zelda: Twilight Princess HD,8.4,329.0
LEGO Indiana Jones: The Original Adventures,7.7,30.0
Tomb Raider,8.5,3552.0
Street Fighter Alpha 3,8.5,46.0
MySims Agents,8.6,28.0
MotorStorm: Arctic Edge,8.8,39.0
FIFA Soccer 08,6.1,26.0
Tiger Woods PGA Tour 08,7.0,22.0
Dragon Ball Z: Budokai Tenkaichi 3,8.4,61.0
Shrek 2,6.4,14.0
NBA 2K17,6.2,91.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,8.1,89.0
Sonic Unleashed,7.9,130.0
Disney Universe,6.0,5.0
Dance on Broadway,3.3,4.0
LEGO Indiana Jones 2: The Adventure Continues,7.4,25.0
Petz: Catz 2,9.0,4.0
Bulletstorm,7.6,439.0
Skylanders SWAP Force,5.3,33.0
Madden NFL 07,8.7,6.0
Sonic Generations,6.9,108.0
Rock Band 2,7.7,45.0
Harry Potter and the Prisoner of Azkaban,8.7,29.0
Pokemon Conquest,8.2,89.0
Wall-E,3.6,8.0
Naruto: Clash of Ninja Revolution,8.0,27.0
Ace Combat 6: Fires of Liberation,7.9,101.0
The Simpsons Game,6.1,38.0
Ninja Gaiden II,8.0,302.0
Assassin's Creed: Rogue,7.3,318.0
Rayman Legends,8.5,525.0
Prince of Persia,7.0,189.0
Monster Rancher,8.3,10.0
ZombiU,7.7,758.0
Pokken Tournament,8.0,273.0
Ford Racing 2,8.0,8.0
NERF N-Strike Elite,4.5,6.0
God of War: Ghost of Sparta,8.4,255.0
SoulCalibur II,8.9,54.0
Dynasty Warriors 3: Xtreme Legends,9.3,54.0
Rayman Origins,8.4,238.0
NFL Fever 2002,8.5,10.0
Just Dance 2014,7.8,33.0
NCAA Football 12,6.6,49.0
UFC Undisputed 3,7.6,88.0
Kirby: Mass Attack,8.6,55.0
Haze,6.5,294.0
Oddworld: Abe's Exoddus,9.1,69.0
The Bouncer,8.0,35.0
